,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
9917,SSP,21.3,2019-03-01,29836720.5,SSP,11.96,2020-03-02,7149915.24
9918,SSP,12.22,2020-02-28,9568357.76,SSP,19.18,2021-03-01,11307588.18
9919,SSP,18.66,2021-02-26,17167498.56,SSP,21.4,2022-02-28,6659637.199999999
9920,SSP,21.87,2022-02-25,6964085.970000001,SSP,,,
9921,SSTK,42.29,2018-02-22,43624334.08,SSTK,42.78,2019-02-22,14833537.200000001
9922,SSTK,45.48,2019-02-26,33607900.8,SSTK,41.44,2020-02-26,6838097.279999999
9923,SSTK,40.73,2020-02-13,23968138.72,SSTK,88.92,2021-02-12,69720304.68
9924,SSTK,75.31,2021-02-11,59712847.14,SSTK,85.68,2022-02-11,30449815.200000003
9925,SSTK,91.22,2022-02-10,49811228.32,SSTK,,,
9926,ST,55.74,2018-02-01,141357030.18,ST,47.6,2019-02-01,56169332.800000004
9927,ST,46.78,2019-02-06,70362312.58,ST,49.25,2020-02-06,50959369.0
